text,label
This set was a great buy.I was very pleased to find this for this price.,1
I bought this package because of the great price and that digital copy was imcluded,1
One of my favorites. Great quality and story line.,1
Great quality box set. Have all five movies in blu ray.,1
"With being a huge fan of the video games, buying this box set was a no brainer. And at that price..... Genius",1
"If you like the this movie series, then you defiantly should pick this up. Great way to catch up!",1
"I am glad I saw this when I did, my daughter took all the ones I purchased separately. Now I can binge watch and be ready for when the next one comes out on blu-ray.",1
I can't wait for the final chapter to come out. They we're all good movies.,1
Awesome!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
"It's such a good movie, even though; you disagree or not.. Its worth to watch..",1
The Resident Evil franchise is pure guilty pleasure. It's not meant to be taken seriously at all. Just enjoy the eye candy kicking zombie butt!,1
If you love action and sci-fi-fi then this is for you. Must have to complete your Resident Evil collection and to know the ending to this amazing story.,1
These movies are great on their own and packaged together they offer many hours of entertainment.,1
I love the resident evil franchise movie. Its very entertaining.,1
awesome and would definitely recommend to a friend,1
This was very expensive which is great for so many movies,1
Five Resident Evil movies on BluRay together for a low price.,1
Excellent movies to add to your blu ray collection.,1
Got them all now! Love this franchise! Great deal at Best Buy!,1
Follow Alice as she discovers herself and help bring down umbrella corporation,1
"Exactly what you could want from a RE box set. If you are a fan of the films than you've already seen them. This set has tons of special features, all five of the original films and digital copies of each.",1
Bought all five of the first resident evil movies for $15!! And it came with a free ticket to see number seven!,1
I was looking for the whole movie collection for cheap price and I did and it was well worth the price,1
Now you can see Alice in all of her kick-a** glory in one place. Super great value price.,1
Nice to have all of the movies together in one place.,1
I'd been checking this out at Best Buy and it didn't come with the Ultraviolet copies. I was going to wait in hope for a new box set to come out with the upcoming release of the new Resident Evil. Then I went back and lo and behold the set came with the digital copies with no price increase. What a screaming deal at $14.99 for all five movies. I highly recommend you don't miss this one!,1
"Very nice set for the money, just have to wait for the last one to come out",1
Nothing like having the whole collection of resident evil! All fought up now to watch the movie in theathers,1
Picked this collection up for a steal of a price. Had all 5 films in individual cases.,1
What a price for this collection ! These movies are great,1
All in all this is a very entertaining series of movies that SciFi and Fantasy buffs will (should) enjoy.,1
"Great way for fans of the series to get their hands on all of the Resident Evil movies to prep them for the latest installment. Even if you already own a couple of the titles, the price of this set to own them all in Blu-Ray format is a no brainer. Grab your favorite snacks and drinks, crank up the surround sound, and settle down on your couch for a marathon of Alice!",1
These movies are just so awesome. I love to watch them over and over again. So much action.,1
"My review, this is the best video game to movie franchise. with only mortal combat coming n second. They did a great job with all 5 movies so far. cannot wait until the final chapter is delivered to my house",1
I have these on dvd and saw the blue rays on sale. I went ahead and upgraded; especially as low cost as they are. Alice is awesome!,1
"Classic movies in Blu-Ray. The price is right, especially since the new movie is released on DVD next week. Perfect time to catch up and get ready for the new release.",1
Great price for the five films on Blu-Ray-- discounted at under $15 bucks! Can't wait for the final film in the series coming out next week and I'll binge watch all 6 films!,1
FINALLY GOT THIS WHEN i WAITED FOREVER TO GET IT ON BLURAY. AND ITS WORTH IT. THE RESOLUTION UPGRADE IS GREAT!,1
Got the entire set for $15! Less than 3 dollars a movie!,1
Very happy this is a great series which I have watched many times. I is convienent to have all in one box,1
"5 movies for 15 dollars, really good deal. Make sure each package had different movies. Seen one with double movies",1
Perfect for the fan of blow stuff up and turn off my brain.,1
"I'm a fan of the Resident Evil franchise. I was at BB and saw this Blu-Ray 5 disc set on sale. Since the new ""Final Chapter"" was just released on DVD, it was time to add the entire series in Blu-Ray to my video library.",1
Super series. The franchise is great start to finish. Can not beat the price.,1
Go to this movie set super cheap. Hadn't seen all of them but they were all good movies! Great price!!,1
definitely a good deal! These came with a code for downloading them too!,1
I am a big fan of this series. Definately worth the money for the bluray set.,1
Great series last one just came out as a separate movie,1
Great deal. All five movies on bluy ray plus all five digitally. If you like series get it.,1
"Excellent value, Great movie Series, excellent Action",1
These are fun movies for a rainy day. You can't pass up all 5 blu-rays in one package for a cheap price!,1
"I am very happy with this bundle, the blue-ray discs come with full features and the digital download which makes this a steal.",1
I will watch any movie where I can see mills jovovichs body.,1
This is a great collection at a great price and its in blu-ray!,1
This was an awesome deal for the 5 disc set on blu-ray. I was super stoked because mine included an expired vudu code that should have quit working 3 years ago but it was still good so I was able to add the entire bundle to my online library. Plus these movies are so great. Over the top action and blood and gore. Very well done.,1
A great series. The 5th one was a bit weak but still enjoyable,1
Good sci-fi/zombie movie series based off the popular video game. Has good action and special effects.,1
We buy movies all the time and so when we got the opportunity to get them all minus the final one we took it. Great sci fi collection with action all over.,1
"I started watching the original movie because I am a fan of Michelle Rodriguez (who appears throughout the series). The sequals continued to expand from the source video game stories & characters, delightfully blending sci-fi, horror, action, suspense and even comedy! Over-the-top action delivers in a steady build!",1
"If you're even just a casual fan of the franchise, how can you not love the5 movie pack plus the digital downloads? The price point was crazy cheap. There's really not a single negative thing to say about it. Watch the movies, enjoy the franchise, and add it to your collection.",1
These movies are fun and for the price I couldn't pass it up. They are great quality too.,1
Is the most complete trilogy of Resident Evil.Buyed now.,1
Well the killings continue and yes she is a looker still. A must have to complete the collection of the series,1
I saw this bundle on Vudu and it was 3x as much! This was a great value for the film franchise!,1
Been a Resident Evil fan since the game series started. Picked up for $15 on sale! Awesome!,1
Bought these for my daughter for less than 15$ and she loved it.,1
Very good series film. Hope they make more. like the action.,1
I got this box set at an awesome price. I'm assuming they marked it down because there is probably a new box set coming with the release of the final RE movie. Buy these before they're gone. It doesn't get any cheaper than this.,1
I'd been looking at this box set for a while and when it went on sale for $15 I jumped on it. 5 bluray movies for $15? Yes please! All the movies play great and each came packaged in their own case. Great deal!,1
Can't beat this box set for the price! Great movies if you like a popcorn flick with a lot of action!,1
if you liked all the Resident Evil movies this collection has the first 5 on blue-ray for $15 a great value. I bought this 5 movie collection and #6 and it was $10 cheaper than purchasing the 6 movie collection. Awesome!,1
i got all 5 movies for 14.99 this is a great deal.,1
These may not be classic cinema but they are a lot of fun to watch. 5 films bundled together at a great price is too hard to pass up,1
I got this set for a really great price and would recommend to anyone!!,1
I DECIDED TO WRITE THIS REVIEW TO HELP PEOPLE KNOW ABOUT THE DIGITAL HD FACTS. WHEN I OPENED THE BOX SET(EACH BLU-RAY IS PACKAGED IN IT'S OWN BOX) THERE WAS AN ULTRAVIOLET CODE PAPER INCLUDED. IT SAID TO GO TO SONYPICTURES TO REDEEM. INSTEAD I WENT TO MY VUDU ACCOUNT AND ENTERED THE CODE. I RECEIVED ALL FIVE MOVIES IN HD. THE PLASTIC WRAP ON THE OUTSIDE OF THE BOXED SET SAID YOU WOULD GET ALL 5 MOVIES WITH 1 CODE. THE OFFER EXPIRED ON12/21/2014 BUT WORKED ANYWAY. IF YOU DON'T GET YOUR DIGITAL COPIES I WOULD SUGGEST CONTACTING SONY. AS FAR AS REVIEWING THE MOVIES WHAT CAN I SAY? FANTASTIC!!!!!,1
"I was always looking to get the collection and this was an amazing deal, so happy with it plus all in blue ray? Perfect!",1
Resident Evil collection all in one... enough said! You don't find any better deal.,1
If you like zombie movies you must watch this awesome collection!,1
If you're looking to buy this collection you already know that you like the films. Its well worth the purchase and you will get a lot of enjoyment out of it.,1
"Already had first few RE movies, love the blue ray experience and was already sold when I first saw this blue ray bundle. All movies are individually packaged and have original covers from when they first came out. Good buy for 15 when individual they can run from 5 to $10.",1
"Already own on DVD, but Movie looks great on Blu Ray",1
A great bundle with all the movies. This was a decent movie definitely worth checking out.,1
Own all of the previous Resident Evil movies except the Final Chapter. A great choice for real collectors of movies and of Resident Evil. Each movie comes in its own case as if you were to buy them individually with another case to hold them all together.,1
Love this movie collection. Will probably add the newest movie too.,1
I've always loved the games the movies are just as great!!!!,1
I'm a huge fan and needed them upgraded to blurays. Great price,1
"Picked this up on the cheap side and, although Ultraviolet copy stated it had long since expired, much to my delight it was still available. Not as big of a fan of the 4th/5th films (it clearly has run it's course and got too caught up in being 3D), I do like the set and the 1st and 3rd movies are worth what was paid for the entire set.",1
This is a very good bonset of a great seriea. Many great special features as well,1
"Dope movies, although I wasn't a fan of the movies so much, it's a typical blockbuster for people. Logan was a solid movie.",1
Love these movies!!! Mila is great in every movie!!!,1
"If you're a fan of the resident evil game's, then you probably already love the movies. It's a great complete run of the first 5 movies at a very reasonable price. Despite the low price for 5 blu rays they didn't cut out any of the bonus features. Which my wife loved.",1
My wife and I love watching these movies together.,1
Nice collection of movies. Spent the weekend watching all the movies,1
Best buy really nailed it offering this disc set. It's affordable and the movies speak for themselves. Highly recommend adding this set to your collection. The blu ray quality of these movies is fantastic.,1
Got this bundle when it was on sale. Got all the movies in one place.,1
Good series with non-stop zombie action. Would highly recommend it.,1
"Excellent, resident evil is really good. Great actors to.",1
I'm a huge Resident Evil fan either the video game or movies and this is a great collection of each movie 1-5.,1
I loved the newest one but from being able to watch all from disc number 1-5 I can tell how the plot line goes and it makes more sense. I highly recommend this if your into action it really gets you wanting to watch more.,1
Great movies glad they come out with this one as a set.,1
"If you love a great Zombie type apocalypse series, you will love this. I have watch majority of these movies at the theater. The last movie sealed it all up. It was a great ending.",1
Great price for all five films! Great to binge watch in preparation of part six!,1
"This was a great series. I already owned a couple of the blu-rays of the series, and now I own the whole collection.",1
I've always been a huge Resident Evil fan so picking up these in a bundle was a great find!,1
I love zombie movies. The resident evil series is one of the best. Sometimes it's a little corny but that is what movies are for to be intertaining and make things that are not real into real things on the screen.,1
Purchased this when the last movie came out for twenty bucks and enjoyed it very much. The films came with download codes. They looked great!,1
Great collection of movies if you like resident evil. If not.. you will prob hate it.,1
Simply love these movies! So full of action and suspense.,1
"if you have not seen any of these movies, this is the perfect way to do so",1
"If u enjoy action fighting movies, you will love this! Not to mention, ZOMBIES! I like that it is a collection pack because it's more worth it instead of buying one movie at a time.",1
This collection is amazing. A must buy if you are a resident evil fan! :),1
Awesome deal great movies !!!! I wish they would've done more with the 4th movie,1
"Who doesn't love Resident Evil? And a box set that costs less than buying one movie by it's self, who would hesitate to buy that?",1
"love the movies, some more some less, but a unbeatable price even if you don't like a couple of them",1
"Love the movies and enjoy the high quality, and the fact that i can download in my tablet",1
"The Resident Evil series is great, tons of action and a great plot lines!",0
Epic as always! Each film gets better and better! Star Wars... Matrix... And Resident Evil,0
excellent movies each one is better than the last .,1
Already 5 sequels and many more to come. There is a large fanbase out there for this Resident Evil franchise and I am truly one of them. Great cinematography and excitingly intense movie.,1
"This five disc Blu-Ray set has the best of the best of any collection. The action throughout all five movies is always an edge of the seat show. You gotta have a large bowl of popcorn, sit back, relax and watch Milla Jovovich entertain you from beginning to end. I'm extremely glad to have bought this from Best Buy to add to my collection.",0
The 5 movie Resident Evil Movie pack contains all the movies as well as UV code for all 5 movies.,0
Great Savings in one box set!!! Love the movies and Milla. All Connect together very well and great extra features.,0
Just what I wanted all the movies in one box..just wish it had the last movie in 3d but o well,1
"This series is fun to watch. Lot's of action as well as plausible plot.You can watch the entire series of movies without getting bored, and a fun thing to do on a very snowy day.",0
big fan of the franchise and it was a lot cheaper than buying them separately.,1
"I know not everyone is a fan of the RE movies, but I have to say my girlfriend and I can't seem to get enough of them. Are they cheesy? Yes. Do they have serious plot holes? Sure. Regardelss the action is great and I can't wait for the next movie after watching each one. My favorite thing about them is they just keep going, they barely ever pause to elaborate on any plot points.",1
"Great action movies! Blu-ray is absolutely beautiful! Story line is ok, but I doubt you'll purchase this for the story line. Great thing is you don't have to be a fan of the video games to enjoy. But if you are a fan, this is a no-brainer. Buy it now!",1
i score on this product... all resident evil in one package ... 5 blu-ray for lower price.,1
Well the movies are not the best but I am a big video game fans. All these movie in one big box is a great deal! So if you are a resident evil video game fan. You got to have it for collecting purpose.,0
Very good movie. We enjoyed it very much and would purchase more from Best Buy.,1
"Awesome move, great story and superb action. With this price and quality its well worth it.",1
"Al five of the first resident evil movies for less than $20! Does not include the last movie, but a great deal overall",1
"The Resident Evil series is a fun shoot 'em up sci-fi series. You know exactly what you'll get. Lots of guns. Lots of zombies. Sometimes lots of Mila too! And a story that is fun to follow from the beginning. You can't go wrong with this box set although if you wait, they might release the complete series box set soon now that the series is officially over. It was a sad day when I watched the last movie in theaters.",1
And you're these movies very much wish they keep the franchise going,1
I love it love the packaging love all five movie hopefully I'll get that next one,1
I enjoy these movies and when I went to the store to buy the last movie they had these in blu ray and I upgraded my movies from DVD,1
My fianc introduced me to the Resident Evil franchise and I was not disappointed. I love that it takes up so much less space than the DVD set. We're slowly replacing all our DVD's and the picture quality is worth it.,1
"If you're a resident Evil fan, this is the set for you. All the movies for one low price.",1
I was impressed with the picture and quality of the bluray. Great sound. Great picture.,0
"Not only the BD, but now have them in VuDu as well. I'm set!",0
I'd been shopping around for this set for awhile and the price with it being bluray I couldn't turn it down. I would highly recommend this for any comic book/video game nerds just looking for a box set to binge watch through.,1
Love these movies and this was a great deal.,0
"5 movies on Blu Ray for about 3 a piece. Doesn't matter if you think these movies are Good or bad, it's worth buying especially at that price.",1
great movies,0
love the movie,0
Good price,0
Anyone who knows Milla knows how sexy she is period. These movies are not groundbreaking nor Oscar worthy but definitely some cool action movies for fans of the game or just action junkies in general and of course the ever so loveable zombies which you can't leave out. I recommend this collection worth every penny!,1
"Love all of the action, horror and the plot.",0
great,0
There are little on the dry side but it's up to you to try them,1
"I have bought 100 of these, online or when Im walking around in the store. They are amazing !",1
We buy these for our daughter and she loves them! She feels like a big girl but is safe to eat these gluten free bars. This review was collected as part of a promotion.,1
Thanks for making a bar gluten free that my daughter can not only eat but absolutely loves as well.,0
Finally a granola bar that is GF but still tastes like a chocolate chip granola bar!!!,0
My kids love it...,0
"If you must be gluten free and are looking for a good snack bar you can toss in your purse or pocket, this is it. Good flavor and texture and a handy size...they are one of my favorites.",1
I am normally in my favoerite store weekly. I needed this product each of those weeks and the shelves were empty. I was forced to order on line which should not have happened. I am a little disapointed but will survive.,0
not bad just does not impress,0
ok !,1
Works great and holds all day. I wish it was easier to remove.,0
It lasts all day. Has a good flavor.,0
Use this product all the time,1
I have tried different types of glue for protesis but this is the best one.,1
Will order it again,1
"Nothing else has worked this well! All the powder only holds until I try to do something,,,you know, like EAT! I put this on early in the morning, and they stayed tight, and kept food out all day long! Now I can go out to dinner again without carrying spare powder.",1
Prefer this to zinc free with no flavor. this product is softer and holds better. Would recommend to users.,1
If you use this more then once a day then this is a great deal. Thomas P,1
"I've used every dental adhesive out there and this is the only one I will choose from now on. It differs from all the rest like this: 1) It tastes pretty good for goop in your mouth. 2) It keeps teeth exactly where they belong for at least 3 days longer than ANY other product of this kind. 3) It is a good price for what it does and a super value too. 4) It lasts longer than the others probably because I don't have to use as much to do the job. 5) Its pink! 6) It applies evenly and neatly (BIG difference there) and comes off simply when washed. Being the BEST value is a good enough reason for choosing this one only however, with all its other plusses, it is a no-brainer to continue buying this brand and type always. I highly recommend.",0
Used to use Freedent until I heard and saw that it contained zinc. Discovered the poligrip I use does not. Like the Ultra Fresh better than the plain.,0
Great product it's the best on the market,0
"I have partials, uppers and lowers. They are starting to slip a bit, so I use this goo. I used a very small strip in the front. Works great and tastes minty fresh.",0
Works well.,1
it was for my hubby and he loved it.,0
Have no trouble holding dentures last a long time.,0
Finally someplace that shipped what I ordered. I ordered this twice before from other places and got the wrong item and had to return it. Thank You Walmart for getting it right on the first try!,1
I LOVE THE PRODUCT BUT THIS IS THE SLOWEST SHIPPING I HAVE EVER SEEN I AM STILL WAITTING FOR THE PRODECT,0
I liked this it,1
it all I use to help me keep my dentures secure.,1
It works wonderful,1
"Wow! This REALLY keeps a good grip on my lower partial, no worries about it slipping.",1
Opened box n bamboo plant had a weird smell. Almost like urine. I decided to air it out n arrange the plant's limbs n see if in a few days the odor would subside. It did ! I haven't returned it because it's just too much work so it's in a corner in my living n I'm just trying to get use to it. Next time I will shop in person n buy a real plant. Not worth the price.,1
The tree itself is very nice. Not as full as I expected but I still love it. Completes the look of my tropical paradise. The only reason I gave 4 stars is it took a very long time for me to receive it. It was on backorder for almost 2 months.,1
Another Nearly Natural product that looks life-like. Works perfectly in our living room setting. This review was collected as part of a promotion. This review was collected as part of a promotion.,1
"The quality of the product is outstanding. This tree looks and feels natural without the care of a natural tree. I highly recommend you buy it, oh and the base is nice!!! This review was collected as part of a promotion. This review was collected as part of a promotion.",1
Another Nearly Natural product that looks life-like. Works perfectly in our living room setting. This review was collected as part of a promotion.,1
"The quality of the product is outstanding. This tree looks and feels natural without the care of a natural tree. I highly recommend you buy it, oh and the base is nice!!! This review was collected as part of a promotion.",1
The show is unique. I'll give it that. But just not the Sci-Fi show for me.,1
"Not bad for futuristic show. Has some shortcomings, however good plot and shot of America are great. Still the characters, since they where adolescents, it was hard to believe that they ONLY they would be sent to try and establish ""living"" on earth without any other older characters.",1
Another series about what can happen after the apocolapse,1
A decent science fiction television series. Worth watching,1
Another good show from the CW I enjoy the story and the plot.,1
The first season is a bit rocky and over the top typical teen drama but once you get past the first half it really picks up. Season 2 is even better but after that it goes down hill fast. Much wasted potential.,1
An engaging and entertaining show. Well worth the buy.,1
This series is interesting and keeps you watching until the end. It was a great way to catch up with the series so we can watch season 2.,1
"I liked the first season. Great characters, and story.",1
This show is quite entertaining to watch. Good cast and action.,1
Juvenile delinquents fight for survival in a Post-apocalyptic world.,1
"Great quality, wonderful customer service, good price",1
i like the show and this way i have something to watch in the summer.,1
This is one of those shows were it's better to watch all at once.,1
one of the best T.V. Shows I have ever seen in the last year,1
Not a bad sci-fi series especially since its from the cw. The story line is kind of dumb but there is action and so many love triangles it's hard to keep everything straight. I only wish it could have been on a better network like amc or hbo.,1
I had to really power thru those first few episode but once I did I was rewarded with a great show. I love that it has great representation and makes you think.,1
Overall a good series. I did not see this when it was on but now have it scheduled to record.,1
Interesting Sci Fi show. Worth watching for sci fi fans.,1
I Enjoy the young cast of the show. To show how their survival modes kick in on this show. Very well written.,1
"The 100 is a post apocalyptic sci-fi offering that has many elements typical of the genre. We start off about 100 years after the surface of the Earth was destroyed in an atomic war. Thirteen nations have orbital space stations and when the thirteenth is destroyed a truce is eventually called and the remaining station unite physically forming the Ark, what is presumed to be the last remnant of the human race. The Ark has a very dysfunction society were all crimes are punished by execution (floated out of an airlock). Juvenile offenders are reviewed at age of 18 and may be spared. Out story opens with Clarke being taken out of juvenile detention to be sent to Earth to see if the planet can support life, since the Ark is dying. Many elements of the first few episodes borrow from the Lord of the Flies and other science fiction works. The 100 find out in a matter of a few episodes that they are indeed not alone on the planet and the situation worsens on the Ark when over 300 people are ""removed from the life support grid"" which is polite language for them to be killed to allow the remaining people to live. The culling was voluntary but along with the political fighting that was shown and death of likable main characters revealed a very dark undertone at times in the series. The dark undertone was similar to Stargate Universe. We are left at the end of the season with the remnants of the 100 being taken to what appears to be a surviving military bunker. The ending of the first season has a deja vu appearance similar to Jeremiah season one. Overall a good sci-fi effort but only combines elements already seen in the genre with no new ground breaking plot or story lines so far. Look forward to season two. Blu Ray picture quality is excellent.",1
Excellent show with interesting characters and fast paced story line.,1
The 100 series is a good TV series to watch and follow.,1
"Reasonable priced, fast delivery service and secured packaging. Can't wait for season 2 to come out.",1
Great movie for people who like sci-fi movies. Bought for my son,1
CW seems to have a good handle on concept series. This is set in the future where the future of humanity are living in a space state after a nuclear war. 100 juvenile delinquents are sent back to earth to see if they can survive and repopulate the earth. Interesting dynamics and mysteries between the people on the station vs earth.,1
An interesting plot and engaging characters make this show a cut above the usual CW fare. It's a binge-worthy trip you'll be glad you took.,1
This season is amazing nuclear power bomb that we'll written.,1
Both unflinchingly brutal but all to human this post apocalyptic thrill ride is well worth the the investment!,1
"This TV Series is a real good show to watch, from start to finish.",1
Look past that its another teen apocalypse story and it actually is pretty good and keeps you engaged in the story line.,1
Action galore. Grabs your attention and holds onto it.,1
I liked this show from beginning to end. Lots of suspense,1
Just was just the beginning. What a fresh ifea to come to tv,1
This show is a of a kind. The cast is new and once you start watching you can't stop.,1
Fun show to watch when the series started. Keeps you interested.,1
We missed the first season. I'm glad we were able to purchase the 1st Season DVD. Wow it was fantastic.,1
I found this to be a refreshingly good series. Good acting and storyline. Going to buy season 2 and hope it keeps up,1
Great show hope this one runs for a while good story line and good actors,1
Finally a show that can keep me interested for more than just a half hour.,1
A group of 100 criminal teens get sent to earth from a space station . It gets better with each episode. The blu ray of this looks fabulous on my 50 inch plasma. Need to find the rest of the series on Blu ray.,1
I have liked The 100 since the beginning. There is no shortage of drama and action.,1
Excellent quality Blu-ray set.,0
Excellent price for an amazing show. Also comes with digital hd which it doesnt state but was a definent plus.,1
"This DVD set arrived in a timely manner, and so far I am enjoying this series. I look forward to watching more.",1
"Disk, show is very good, hope it last for many seasons. Shipping pass is wonderfull!!!",1
"CW nailed it again with another great series. Suspensful, mysterious and dramatic show kept me wanting to watch another episode as soon as I finished the episode I was on.",1
"Wasn't expecting this show to be that great, but I really like it...I have enjoyed it from the start! Can't wait to see what season 2 has in store for us!",1
"Not a bad way to get rid of people who will not conform to the ""MAN"". :-)",1
Everyone needs to go get this show and watch it. It gets better and better as the seasons progress which usually doesn't happen with many TV shows. Most shows the seasons tend to get a little worse until the show is canceled but not this show.,1
"It's nice to have something other than zombies destroying the world for once and I think the show will be on for a while. I haven't watched the CW in years, but found this show to be entertaining.",1
"I have watched the first season on TV every week when the new one came on and so I had to buy the season when it came out, it's a really good series and it's different in many ways then others.",1
"This is a great series, well thought of and very original, I was disappointed when I found out that they were going to cancel it. They always cancel good shows and keep garbage like ""the bachelor"" on the air, but the network brought it back for an even better second season, and the third is coming too. Awesome show.",1
"I bought this as a birthday gift for my mother, and was very happy with the product received.",1
My picky adult boy likes this series so it must be good!,1
Story about populating earth again after nuclear war. It is highly rated!,1
"Great new show, great story with mixture of space, apocalyptic surrounding and survival. Great extras as well",1
Great series and enjoyed catching up. can wait to own them all.,1
This show is an amazing rollercoaster of edge of your seat thrills and crazy twists and turns--you'll never see what's coming but you'll enjoy every second of it.,1
"I got into this show when I ran out of things on netflix. I'm not usually a fan of shows from the CW because they are usually kind of terrible, or at least not great. I liked the idea of this show though. Kids get sent to a future earth where it is supposed to be uninhabitable. Definitely worth a try!",1
I first watched this on Netflix streaming looking for something new and was hooked. Had to buy it.,1
"The 100 is like a fine wine: it's a show that only gets better with age. Although the first few episodes seem like typical CW-fare, the emotional stakes and characters continue to develop with each subsequent episode. The story beings when 100 juvenile delinquents are sent down from their space station to the war torn earth, to see if it is inhabitable many years after a nuclear apocalypse. Questions of morality, survival, sacrifice, and cultural politics are the central themes in the first season, and continue on for the rest of the show. The 100 dares to ask questions that other shows are too scared to even acknowledge. It's worth your time, for sure.In my opinion, the blu-ray release is the way to watch this show. With a gorgeous picture quality and an impressive audio track, you will get the most bang for your buck with this release. All 13 episodes from the first season are included in this set. But don't worry because season two is already out to marathon after you finish that intense and shocking cliffhanger at the end of the first season.",1
I bought this set as a Christmas gift to my sister and ended up watching the whole season with her.,1
I heard good things about this movie and I wasn't disappointed.,1
I love this new series. Please keep making these for many seasons.,1
Great series on blu ray! Been wanting it for a while now. Can't wait for the second season!,1
I couldn't wait till I could buy the entire season. Normally I wouldn't buy an entire season of any show. But I have to say this is the only tv series I have not had any bored moments of hurry up to some action than am interested in again.,1
"I didn't know anything about this series when I purchased it. I thought the write-up on the back sounded good and seemed like something I would like. Just finished the 6th episode last night and it keeps getting better. If you like this sort of thing, you should enjoy!",1
Lot of action keeps you watching to the very end of the season,1
I enjoyed watching the season again. This program is very inventive and unique,1
My friend and I watched this entire show when it first aired and then purchased it and watched it all again just in time for season 2 to start. We love this show! This show has a little bit of romance/action/adventure/futuristic style to it if you like any combo of the aforementioned you will love this show!,1
Very nice first season I cant wait for the s3cond part,1
Great show at a great price. BestBuy still has the best deals.,1
Great show!!! A MUST GET FOR EVERY FAN OUT THERE!!!,1
If your looking for a show that changes it up you'll like this one,1
My son really enoyed it! We would recommend to all that like these kind of serious.,1
"The 100 is well worth any sci-fi fan���s time, going all-in on its big concept and the many crisis that face its characters, both above and on the ground.",1
I didn't know what to expect from this show. I watched the first episode really enjoyed it and proceeded to read the book. Which I know now was a mistake and almost put me off the show but after starting episode two I ended up binging on the rest of the series. It's exciting and filled with a good looking and acting cast.,1
"I wasn't sure what to expect from this show when I first saw a trailer for it, but season 1 was one of my favorite shows in recent memory. Really happy to have it on my shelf so I can marathon whenever I want.",1
"Very good show. I like it a lot. Very good, thanks best buy.",1
It's a great way to catch up on the entire season couldn't take my eyes off of the DVDs they did a great job and it was reasonably priced it's the only place I could find it by it while you can!,1
"This show is very well done and so far beyond what I would ever expect a show from CW to be like. Arrow, Flash, the 100..no wonder nobody watches nbc, cbs, or abc.",1
"love this show, full of action and the making of it was great!",1
Great price for a blu Ray and overall great show!!,1
Another of CWs under the radar series. This is a great dysotopia series that fans of the genre will certainly enjoy. This is a can't miss show!,1
This is a great show. Sort of like a cross between lost and a space show. Great characters and acting.,1
"The sentient bananas were a little weird, but still",1
"Superb plot development elevated what could have been typical CW teen angst fare. Great SFX and worldbuilding made every new episode an improvement. No surprise really, given the presence of Jae Marchant, a former Dr. Who producer.",1
"takes a bit to get going, but it is highly entertaining",1
"I simply love it... You have to watch it.... First episode, I was hooked unto it, and can not stop wanting for more..",1
This is a better television show than I thought. Great DVD!,1
"Great series on the CW, Full of twists and turns..",1
i really love the show and hope that the next season is even better than the first.,1
Great show. Nice that it comes with a digital copy.,1
"It's a CW show so everyone is beautiful, but don't judge this show as just a bunch of pretty people. There is a lot going on and you can really have some complex issues to think about.",1
Awesome show !Like how they took the premise of Lord of the Flies and made it into this show.Season ended with a great twist.,1
"I don't understand the varied reviews of this show. The ""100"" are juvenile delinquents released from their space station prison sentences to populate a radiated earth: earth is most likely not habitable. But down they go, and when they get to earth they not only experience a ""planet"" for the first time, but they also have just been released from prison. So imagine, 100 irresponsible criminals get dropped on an earth that hasn't seen a human in 97 years; you might expect to see some strange behavior and you do. The setting is pretty awesome, the characters are interesting and unless the writers completely drop the ball on the story, then you can expect a pretty good show. Also note, all the bad reviews have come from people who have just seen a single episode (who's expectations were probably unrealistic in the first place). This is one of the better pilots I have seen.",0
I watched the show when it aired on the CW and had to have it on DVD! I really love all the characters!,1
I will not give the shows plot away.in the top 10 best shows on tv. not better than some of the shows on hbo but very very good story line and picture is a 10,1
I would recommend watching it. It's an entertaining movie to watch.,1
"Great show,good acting. It's just a good show from the beginning.",1
"I love sci-fi ��� and this show caught my attention. I would compare this show to be similar to Lost (which I also love), and Lord of the Fries. The characters are believable, even the ""bad guys"" ��� the desperation and their willingness to do whatever it takes to survive made that show more exciting. There are times that I actually had to pause to gather my nerve before I continued watching. The plot twists, here and there, made it more exciting. I know this is a TV show and not real life, I do feel sorry for the characters that they have to fend for themselves. I watched the original on Netflix, and now I have the opportunity to get a Blu-ray copy. (I did buy the DVD version of this, but I believe the compression rate was set too high, and there were parts that were pixelated.) I am hoping for the second season to go on sale, and I will buy that, too. If a sci-fi show with younger characters is for you, you will not be disappointed.",1
I really enjoyed this series. I watched it on Netflix and seen it on sale one day and purchased and started rewatching.,1
"I was not aware this was even a show until my wife had purchased this series. I had seen it in passing through the room she was watching it in, but never gave it a chance until later.It is a great show about the human power struggle of survival at almost any means necessary. This is a good show that does not have to base everything around drugs or violence. Though there is a fair bit of violence.",1
"Quick delivery, incredible price, and great for anyone who like psychological thrillers. There is action, romance, sci-fi, and the theme of difficult decisions to survive. There is something for everyone here!",1
"Would highly recommend the first and second season of ""The 100""",1
"Definitely a YA show but its pretty interesting, plot is rather simple but not too boring. Thinking about getting second season when it goes on sale.",1
"I love this show. Great plot, characters, and scenery.",1
Amazing series altogether on all different levels of science fiction things.,1
Awesome series about the future. Must see! Very well done.,1
"Keeps you wanting more, I just keep wanting to watch the next episode or season",1
Great price. Digital copy make the Blu-Ray worth it. Must see tv. Leaves you wanting more each season.,1
